user_name,"San Francisco, CA",state,post_city,latitude,longitude,post_time,sentiment_score,magnitude,text
JB_Holdings,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 22:14:34 +0000 2018,-0.1,0.3,RT : Jiwoo Lee was 14 when she used gene-editing to kill cancer . Now she's 19 and weighing in on the first gene-edited babies
Elina Melngaile,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 22:14:27 +0000 2018,-0.1,0.3,RT : Jiwoo Lee was 14 when she used gene-editing to kill cancer . Now she's 19 and weighing in on the first gene-edited babies
Bernard Moon,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 22:12:57 +0000 2018,-0.1,0.3,RT : Jiwoo Lee was 14 when she used gene-editing to kill cancer . Now she's 19 and weighing in on the first gene-edited babies
Alexis Gutierrez,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 22:12:45 +0000 2018,-0.1,0.3,RT : Jiwoo Lee was 14 when she used gene-editing to kill cancer . Now she's 19 and weighing in on the first gene-edited babies
Bloomberg Technology,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 22:12:08 +0000 2018,-0.1,0.3,RT : Jiwoo Lee was 14 when she used gene-editing to kill cancer . Now she's 19 and weighing in on the first gene-edited babies
Emily Chang,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 22:11:14 +0000 2018,-0.1,0.3,Jiwoo Lee was 14 when she used gene-editing to kill cancer . Now she's 19 and weighing in on the first gene-edited b
Licked by Pumba,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 20:34:53 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Jason Silva,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 19:50:44 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Nick,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 17:42:24 +0000 2018,0.1,0.1,Recently many UK citizens have been traveling to China for gene editing to grow extra hands
Ahimsa Sumchai MD,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 16:40:45 +0000 2018,0,0,China orders pause on gene-editing after outcry - Reuters TV
Matt Ramirez,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 16:10:24 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Walter De Brouwer,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 16:04:37 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
luisbebop,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 15:50:51 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
desertnaut,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 11:25:31 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
The San Bruno Beacon,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 10:31:12 +0000 2018,0.9,0.9,""" As China Seeks Scientific Greatness , Some Say Ethics Are an Afterthought "" by SUI-LEE WEE and ELSIE CHEN via NYT Th"
Michael Cheng,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 10:31:11 +0000 2018,0.9,0.9,"As China Seeks Scientific Greatness , Some Say Ethics Are an Afterthought"
Brent Bisso,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 10:28:23 +0000 2018,0.9,0.9,""" As China Seeks Scientific Greatness , Some Say Ethics Are an Afterthought "" by SUI-LEE WEE and ELSIE CHEN via NYT"
Jennifer Kahn,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 05:42:19 +0000 2018,0.1,0.4,Hey folks . Heres a link to my talk on gene editing and gene drives at the Commonwealth Club in SF last week . Now w
Kelly baughman,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 05:16:07 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Michael Hawley,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 05:13:18 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
P Mimi Poinsett MD,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 03:57:44 +0000 2018,0,0,"RT : Update : He said he had initially paid for the research himself , then later from his university funding ."
Erin is on vacation,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 03:31:30 +0000 2018,0,0,"Update : He said he had initially paid for the research himself , then later from his university funding ."
kuropotkin DNA,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Fri Nov 30 01:41:21 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
ZachsMind,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 23:39:13 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Christopher Peisert,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 23:21:09 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
gregg gullickson,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 23:09:19 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
AlfredoPietracatella,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 23:02:46 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Thermal PR,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 22:44:46 +0000 2018,-0.3,0.8,". China halts work by team touting world's first gene-edited babies "" I think we sti"
Evolve or die,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 22:01:05 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Rizwald,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 21:49:30 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Diane Carter,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 21:43:13 +0000 2018,0,0.1,Hey microbiologists Judy Fontana Minkoff out there . What do you think of this with relationship to Koch's postulat
Nesko Jancic,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 21:30:33 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Paul Higgins,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 21:25:45 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Peter Hinssen,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 21:11:24 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Tyler McLaren,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 20:53:25 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Kevin Kelly,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 20:53:14 +0000 2018,-0.2,0.5,Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a
Rob Reich,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 19:02:52 +0000 2018,0.5,1.1,So impressive to see the scientific community resist ethically dubious work by a fellow scientist . Lessons here for
Lanny Rosenwasser,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 18:11:57 +0000 2018,0.1,0.3,"RT : Listened to ' s Alex Marson & 2 other guests on great , on genetically engineered babies :/ /"
Evan Kirstel,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 15:59:46 +0000 2018,-0.3,0.3,RT : China Halts Work by Scientist Who Says He Edited Babies Genes
"Daniel Kraft, MD","San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 15:45:41 +0000 2018,0,0,China Halts Work by Scientist Who Says He Edited Babies Genes
Sjögrens Forum,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 15:36:03 +0000 2018,0.1,0.3,"RT : Listened to ' s Alex Marson & 2 other guests on great , on genetically engineered babies :/ /"
KYBN-Radio,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 15:21:23 +0000 2018,0.4,0.4,China orders halt to gene-editing after scientist's claims
Huey K. Bridgeforth,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 14:11:42 +0000 2018,-0.7,0.7,RT : China halts work by team on gene-edited babies
Jeffrey Levin,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 14:06:06 +0000 2018,-0.6,0.6,China halts work by team on gene-edited babies
Ethan Weiss,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 13:16:08 +0000 2018,0.1,0.3,"RT : Listened to ' s Alex Marson & 2 other guests on great , on genetically engineered babies :/ /"
Michael Cheng,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 13:13:39 +0000 2018,0,0,China Halts Work by Scientist Who Says He Edited Babies Genes
The Hive,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 13:00:36 +0000 2018,-0.1,0.1,Gene editing moves into a frightening new stage
Jamie Hale,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 08:41:26 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
Bob Wachter,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 06:54:47 +0000 2018,0.6,0.6,"Listened to ' s Alex Marson & 2 other guests on great , on genetically engineered babies"
Dr. Kate Wford Darling,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 04:57:25 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
bess williamson,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 04:06:03 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
🧞‍♀️Sakinah🧞‍♀️,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 04:00:25 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
Dr. Catherine Prendergast,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 03:59:58 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
Alice Wong,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 03:57:09 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
TrophyP,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 03:51:53 +0000 2018,0,0,This whole Gene editing thing with babies in China seems wrong but in the interest of science why wait for millions
Bay Area 24/7 News,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 19:47:44 +0000 2018,-0.6,0.6,China scientist defends gene-editing babies as trial paused
DanaGarrison,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 17:20:01 +0000 2018,-0.1,0.2,A scientist says he altered the genes of two baby girls . How big a line did he just cross ?
Elea Chang,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 16:43:22 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
⛅Princess Ysa♕,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 15:33:32 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
Kristin Sanchez-Himmelblau,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 14:49:03 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
Estarianne,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 14:42:48 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
Alice Wong,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 14:41:42 +0000 2018,-0.1,0.1,"Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled Peop"
Dewayne Hendricks,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 12:12:24 +0000 2018,-0.5,0.5,Michelle Roberts : China baby gene editing claim ' dubious ' : Significant doubts have emerged a
Dunja Mrdjen,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 07:51:28 +0000 2018,0.5,0.5,"RT : Controversial scientist performing #GeneEditing of human babies , Jiankui He , giving talk soon at Human Genome Editing confe"
Dillon Corvino,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 04:58:41 +0000 2018,0.5,0.5,"RT : Controversial scientist performing #GeneEditing of human babies , Jiankui He , giving talk soon at Human Genome Editing confe"
Marson Lab,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 04:41:20 +0000 2018,0.5,0.5,"RT : Controversial scientist performing #GeneEditing of human babies , Jiankui He , giving talk soon at Human Genome Editing confe"
Rock Paper Moon,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 04:28:07 +0000 2018,0.5,0.5,"RT : Controversial scientist performing #GeneEditing of human babies , Jiankui He , giving talk soon at Human Genome Editing confe"
iAmDimitre,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 04:27:28 +0000 2018,0.4,0.4,"Controversial scientist performing #GeneEditing of human babies , Jiankui He , giving talk soon at Human Genome Editi"
Bhargavi Karumanchi,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 01:42:06 +0000 2018,0.7,0.7,RT : Berkeley a center of CRISPR gene editing technology has quick response to China researcher's designer baby ' stunt '
Dr. Zoidberg,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Tue Nov 27 23:11:31 +0000 2018,0.1,0.1,UC Berkeley expert warned China scientist against gene-editing in 2017 .
Eva Woo,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Tue Nov 27 22:58:28 +0000 2018,0.8,0.8,"So many Chinese scientists and technologists are quick to denounce the gene editing case from Shenzhen scientist , s"
Droid Phone News,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Tue Nov 27 21:34:04 +0000 2018,-0.1,0.1,Chinese scientist who claims to have genetically modified babies was suspended from his job in February
Kara Platoni,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Tue Nov 27 15:27:50 +0000 2018,0.1,0.1,BBC News - China baby gene editing claim ' dubious '
pasar ginting,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Tue Nov 27 15:00:07 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies
Web Scraping USA,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Tue Nov 27 13:07:06 +0000 2018,0,0,"Researcher , American professor behind baby gene editing claims now under investigation - USA TODAY : USA TODAY Resea"
Rohan Arora,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Tue Nov 27 08:35:35 +0000 2018,0,0.2,"China just won science ... I do really hope this is actually true ; this tech is the ultimate solution to racism , a"
Charles Myrick -CEO,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Sat Dec 01 21:34:59 +0000 2018,0.3,0.3,China orders halt to gene-editing after outcry overbabies
_59Alex,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Fri Nov 30 06:51:28 +0000 2018,-0.5,0.5,#China has suspended the work of the scientist who claims to have created the worlds first genetically edited babi
Ganesh,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Fri Nov 30 02:19:52 +0000 2018,-0.2,0.2,RT : China suspends scientists who claim to have produced gene-edited babies
International News,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Fri Nov 30 00:52:07 +0000 2018,0,0,China suspends scientists who claim to have produced gene-edited babies
Miroslav Georgiev,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Thu Nov 29 13:14:25 +0000 2018,0,0,China Halts Work by Scientist Who Says He Edited Babies Genes via
Michael Eriksen,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Wed Nov 28 17:11:24 +0000 2018,0.4,0.4,Extremely ( and appropriately ) strong statement from NIH Director on gene-editing in China .
Caitlin E. Cox,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Wed Nov 28 15:29:16 +0000 2018,0.9,0.9,' Proud ' Chinese geneticist says another baby-gene editing volunteer ...
Caitlin E. Cox,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Wed Nov 28 15:01:44 +0000 2018,-0.4,0.4,An outsider claimed to make genome-editing history and the world snapped to attention via
Professor Booty PhD,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Wed Nov 28 13:18:59 +0000 2018,-0.6,1.3,"RT : This is not handy . If we are afraid that the birth of the CRISPR babies threatens public trust in science , then don't s"
Roa'a Basamh 🕊🏹,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Wed Nov 28 03:40:20 +0000 2018,0,0.5,"RT : There are still too many risks , too many unknowns . writes in on the need to learn so much more about"
Dr Muin J. Khoury,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Wed Nov 28 03:01:25 +0000 2018,0,0.3,"There are still too many risks , too many unknowns . writes in on the need to learn so much mor"
kim,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 23:57:53 +0000 2018,-0.6,1.3,"RT : This is not handy . If we are afraid that the birth of the CRISPR babies threatens public trust in science , then don't s"
Charles Myrick -CEO,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 17:46:55 +0000 2018,-0.2,0.2,"Scientists , officials in China abhor gene editing that geneticistclaims"
That Hostile Over There,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 15:37:20 +0000 2018,0,0.1,for cross examinations . What are the religious implications for this floodgate ?
Northeast Georgia RESA Science,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 15:03:28 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies
Cecile Janssens,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 13:44:35 +0000 2018,-0.6,1.2,"This is not handy . If we are afraid that the birth of the CRISPR babies threatens public trust in science , then don"
Medical Sales,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 13:22:52 +0000 2018,-0.3,0.3,"Scientists , officials in China abhor gene editing that geneticist claims"
#DSIGlobal,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 10:32:00 +0000 2018,0,0,"Double , double toil and trouble ; Fire burn and caldron bubble ."
Peter Tatiner,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 03:11:45 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies via
Joe Domaleski,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 01:57:42 +0000 2018,-0.8,0.8,This cant be good -> Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies via
H! Rodriques,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 01:11:14 +0000 2018,-0.5,0.5,""" Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies "" by GINA KOLATA , SUI-LEE WEE and PA"
American Researchers🇺🇸,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 00:54:56 +0000 2018,-0.4,0.9,RT : The use of gene editing in human embryos has been widely condemned as reckless and needless . By in
Miroslav Georgiev,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 23:01:08 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Make First Genetically Edited Babies via
Amazing Arab,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 22:13:30 +0000 2018,-0.4,0.4,RT : A Reckless and Needless Use of Gene-Editing on Human Embryos #CRISPR
Michelle Kassorla,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 22:03:35 +0000 2018,0.2,0.2,A Reckless and Needless Use of Gene-Editing on Human Embryos #CRISPR
Beaulieu Biology,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 21:16:37 +0000 2018,-0.1,0.1,China baby gene editing claim ' dubious '
Abraham E. Gracia R.,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 20:20:12 +0000 2018,-0.4,0.9,RT : The use of gene editing in human embryos has been widely condemned as reckless and needless . By in
Dr Muin J. Khoury,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 20:05:33 +0000 2018,-0.4,0.9,The use of gene editing in human embryos has been widely condemned as reckless and needless . By in
Josiah Carey,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 16:15:03 +0000 2018,0.1,0.1,RT : Chinese scientist claims twin girls have been born with DNA altered to make them resistant to HIV ... making them the world '
Anthropological Chef,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 16:03:18 +0000 2018,0.1,0.1,RT : Chinese scientist claims twin girls have been born with DNA altered to make them resistant to HIV ... making them the world '
Arvin,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 14:47:28 +0000 2018,0.1,0.1,RT : Chinese scientist claims twin girls have been born with DNA altered to make them resistant to HIV ... making them the world '
Morning Express with Robin Meade,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 14:45:44 +0000 2018,0.1,0.1,Chinese scientist claims twin girls have been born with DNA altered to make them resistant to HIV ... making them th
PvdR Social Arena,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 14:25:14 +0000 2018,0,0,Scientist's baby gene-editing claim in China fuels denials and backlash via
"Ford Vox, MD","Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 01:34:26 +0000 2018,0.5,0.5,"China & He have taken this decision affecting all , under secrecy , to protect the designed babies from HIV - which i"
Josef Eshet,"Miami, FL",Florida,miami,25.761681,-80.191788,Thu Nov 29 14:01:05 +0000 2018,-0.5,0.5,China Halts Work by Scientist Who Says He Edited Babies Genes #Even China is afraid of the work
Nathanael Durbin,"Miami, FL",Florida,miami,25.761681,-80.191788,Thu Nov 29 13:25:29 +0000 2018,-0.2,0.2,""" China Halts Work by Scientist Who Says He Edited Babies Genes "" by SUI-LEE WEE via NYT The New York Times"
(((PabloColazurdo))),"Miami, FL",Florida,miami,25.761681,-80.191788,Thu Nov 29 08:24:56 +0000 2018,-0.1,0.1,RT : Could it be human gene editing was first practiced in China because the human being is a cheap commodity
David L. Moore,"Miami, FL",Florida,miami,25.761681,-80.191788,Thu Nov 29 01:01:41 +0000 2018,0,0,Could it be human gene editing was first practiced in China because the human being is a cheap com
ɹıou ǝl sɐǝɹpuɐ,"Miami, FL",Florida,miami,25.761681,-80.191788,Wed Nov 28 18:25:43 +0000 2018,-0.1,0.2,A scientist says he altered the genes of two baby girls . How big a line did he just cross ?
Social Life In Miami,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 23:16:16 +0000 2018,0,0,RT APHealthScience : Scientists at a gene editing summit in Hong Kong react to the claim of the first CRISPR babies
SANDALIO CARMONA,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 15:56:25 +0000 2018,0,0,"Researcher , American professor behind baby gene editing claims now under investigation via"
Zesty Health & Fit,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 14:12:51 +0000 2018,0,0,China orders an inquiry into the worlds first gene-edited babies
Rosario Isasi,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 11:28:29 +0000 2018,0.5,0.5,"Official Statement Committee of Genome Editing , Genetics Society China & Chinese Society for Stem Cell Research : r"
Your Home Management,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 08:05:37 +0000 2018,-0.5,0.5,HIV researchers are incensed that the first reported use of gene editing in human embryos was aimed at conferring H
Ari Pregen,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 05:38:18 +0000 2018,-0.5,0.5,New York Times Most Viewed Stories : Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies
Jorge Luis Lopez Esq,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 05:10:59 +0000 2018,-0.5,0.5,# RT : Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies
DailyPsalms,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 05:09:02 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies
Linda Deng,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 04:08:51 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies
Hernandez_A,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 04:01:50 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies via
Jasmine catherine,"Miami, FL",Florida,miami,25.761681,-80.191788,Tue Nov 27 00:46:20 +0000 2018,-0.4,0.4,"Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies The researcher , He Jiankui , offered"
B💗Boutique,"Miami, FL",Florida,miami,25.761681,-80.191788,Mon Nov 26 23:01:00 +0000 2018,0,0.7,#HealthNews | Chinese Scientist Claims to Make First Genetically Edited Babies | * The rese
Sam Turpin,"Miami, FL",Florida,miami,25.761681,-80.191788,Mon Nov 26 23:00:19 +0000 2018,-0.5,0.5,""" Chinese Scientist Claims to Make First Genetically Edited Babies "" by GINA KOLATA , SUI-LEE WEE and PAM BELLUCK via"
Maria Paula Barajas,"Miami, FL",Florida,miami,25.761681,-80.191788,Mon Nov 26 16:12:33 +0000 2018,-0.6,0.6,"Chinese scientist claims world's first gene-edited babies , hospital casts doubt"
Rosario Isasi,"Miami, FL",Florida,miami,25.761681,-80.191788,Mon Nov 26 11:21:00 +0000 2018,-0.2,0.7,As expected the first babies born following gene editing are from China ... and as argued before ... moratoria is a w
